resume_text,role
"Data Analyst with 2+ years of experience skilled in SQL, Tableau, Excel.",Data Analyst
"Machine Learning Engineer with 9+ years of experience skilled in Deep Learning, Scikit-learn, Python.",Machine Learning Engineer
"Business Analyst with 5+ years of experience skilled in Excel, SQL, Requirement Analysis.",Business Analyst
"Software Engineer with 5+ years of experience skilled in Microservices, REST APIs, Spring Boot.",Software Engineer
"Web Developer with 6+ years of experience skilled in HTML, CSS, React.",Web Developer
"Machine Learning Engineer with 0+ years of experience skilled in Deep Learning, Python, Scikit-learn.",Machine Learning Engineer
"Business Analyst with 3+ years of experience skilled in SQL, Power BI, Excel.",Business Analyst
"Business Analyst with 6+ years of experience skilled in SQL, Requirement Analysis, Power BI.",Business Analyst
"DevOps Engineer with 8+ years of experience skilled in Docker, AWS, Kubernetes.",DevOps Engineer
"Software Engineer with 7+ years of experience skilled in Spring Boot, Microservices, Java.",Software Engineer
"Product Manager with 9+ years of experience skilled in Market Research, Roadmapping, Scrum.",Product Manager
"Business Analyst with 6+ years of experience skilled in SQL, Power BI, Excel.",Business Analyst
"Data Analyst with 0+ years of experience skilled in Tableau, Excel, SQL.",Data Analyst
"Business Analyst with 7+ years of experience skilled in Power BI, Excel, Requirement Analysis.",Business Analyst
"Data Analyst with 5+ years of experience skilled in SQL, Excel, Data Visualization.",Data Analyst
"DevOps Engineer with 6+ years of experience skilled in AWS, CI/CD, Linux.",DevOps Engineer
"Machine Learning Engineer with 5+ years of experience skilled in Scikit-learn, Python, NLP.",Machine Learning Engineer
"DevOps Engineer with 7+ years of experience skilled in Linux, AWS, CI/CD.",DevOps Engineer
"Machine Learning Engineer with 2+ years of experience skilled in Deep Learning, Python, NLP.",Machine Learning Engineer
"Data Analyst with 7+ years of experience skilled in SQL, Data Visualization, Tableau.",Data Analyst
"Web Developer with 0+ years of experience skilled in HTML, Node.js, JavaScript.",Web Developer
"DevOps Engineer with 1+ years of experience skilled in Linux, CI/CD, AWS.",DevOps Engineer
"Software Engineer with 6+ years of experience skilled in Microservices, REST APIs, Docker.",Software Engineer
"Software Engineer with 10+ years of experience skilled in Docker, Spring Boot, Microservices.",Software Engineer
"Web Developer with 9+ years of experience skilled in CSS, HTML, React.",Web Developer
"DevOps Engineer with 0+ years of experience skilled in Docker, CI/CD, AWS.",DevOps Engineer
"Machine Learning Engineer with 10+ years of experience skilled in NLP, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Data Scientist with 8+ years of experience skilled in Machine Learning, TensorFlow, Python.",Data Scientist
"Business Analyst with 10+ years of experience skilled in Requirement Analysis, Power BI, Excel.",Business Analyst
"Business Analyst with 8+ years of experience skilled in SQL, Excel, Power BI.",Business Analyst
"Business Analyst with 10+ years of experience skilled in Excel, Power BI, Requirement Analysis.",Business Analyst
"Product Manager with 9+ years of experience skilled in Roadmapping, Market Research, Agile.",Product Manager
"Data Scientist with 9+ years of experience skilled in Machine Learning, Pandas, SQL.",Data Scientist
"Web Developer with 4+ years of experience skilled in HTML, Node.js, JavaScript.",Web Developer
"DevOps Engineer with 10+ years of experience skilled in Docker, AWS, Linux.",DevOps Engineer
"Software Engineer with 3+ years of experience skilled in Java, Docker, Microservices.",Software Engineer
"Data Analyst with 0+ years of experience skilled in Data Visualization, SQL, Tableau.",Data Analyst
"DevOps Engineer with 6+ years of experience skilled in Kubernetes, Linux, AWS.",DevOps Engineer
"Product Manager with 0+ years of experience skilled in Roadmapping, Scrum, Market Research.",Product Manager
"Business Analyst with 7+ years of experience skilled in Excel, Power BI, Requirement Analysis.",Business Analyst
"Data Analyst with 3+ years of experience skilled in Tableau, Data Visualization, SQL.",Data Analyst
"Data Analyst with 8+ years of experience skilled in Data Visualization, Tableau, SQL.",Data Analyst
"Data Analyst with 6+ years of experience skilled in Excel, SQL, Tableau.",Data Analyst
"Data Analyst with 0+ years of experience skilled in Excel, Data Visualization, Tableau.",Data Analyst
"Product Manager with 8+ years of experience skilled in Scrum, Roadmapping, Agile.",Product Manager
"Machine Learning Engineer with 6+ years of experience skilled in NLP, Scikit-learn, Python.",Machine Learning Engineer
"Business Analyst with 3+ years of experience skilled in Excel, Requirement Analysis, Power BI.",Business Analyst
"Data Scientist with 7+ years of experience skilled in Python, Machine Learning, Pandas.",Data Scientist
"Business Analyst with 10+ years of experience skilled in SQL, Power BI, Excel.",Business Analyst
"Business Analyst with 1+ years of experience skilled in Power BI, Requirement Analysis, Excel.",Business Analyst
"Product Manager with 0+ years of experience skilled in Market Research, Scrum, Roadmapping.",Product Manager
"Product Manager with 10+ years of experience skilled in Market Research, Scrum, Roadmapping.",Product Manager
"Data Scientist with 4+ years of experience skilled in Pandas, TensorFlow, SQL.",Data Scientist
"Web Developer with 2+ years of experience skilled in React, Node.js, CSS.",Web Developer
"DevOps Engineer with 1+ years of experience skilled in Docker, Linux, AWS.",DevOps Engineer
"Business Analyst with 8+ years of experience skilled in Excel, Requirement Analysis, Power BI.",Business Analyst
"Product Manager with 10+ years of experience skilled in Market Research, Roadmapping, Scrum.",Product Manager
"Product Manager with 0+ years of experience skilled in Agile, Scrum, Market Research.",Product Manager
"Data Analyst with 8+ years of experience skilled in Tableau, SQL, Excel.",Data Analyst
"DevOps Engineer with 0+ years of experience skilled in CI/CD, Kubernetes, Linux.",DevOps Engineer
"Machine Learning Engineer with 9+ years of experience skilled in Deep Learning, Scikit-learn, NLP.",Machine Learning Engineer
"DevOps Engineer with 0+ years of experience skilled in AWS, CI/CD, Linux.",DevOps Engineer
"Product Manager with 9+ years of experience skilled in Roadmapping, Agile, Scrum.",Product Manager
"Product Manager with 6+ years of experience skilled in Market Research, Scrum, Roadmapping.",Product Manager
"Machine Learning Engineer with 7+ years of experience skilled in NLP, Deep Learning, Python.",Machine Learning Engineer
"DevOps Engineer with 10+ years of experience skilled in AWS, Linux, Docker.",DevOps Engineer
"Web Developer with 8+ years of experience skilled in JavaScript, CSS, HTML.",Web Developer
"Data Scientist with 5+ years of experience skilled in TensorFlow, Pandas, SQL.",Data Scientist
"Product Manager with 5+ years of experience skilled in Scrum, Market Research, Agile.",Product Manager
"Product Manager with 10+ years of experience skilled in Market Research, Roadmapping, Agile.",Product Manager
"Software Engineer with 2+ years of experience skilled in Docker, Spring Boot, Microservices.",Software Engineer
"Machine Learning Engineer with 10+ years of experience skilled in Scikit-learn, Deep Learning, NLP.",Machine Learning Engineer
"Web Developer with 10+ years of experience skilled in CSS, HTML, React.",Web Developer
"Business Analyst with 3+ years of experience skilled in Requirement Analysis, Power BI, SQL.",Business Analyst
"Product Manager with 6+ years of experience skilled in Roadmapping, Agile, Market Research.",Product Manager
"Software Engineer with 3+ years of experience skilled in Java, REST APIs, Microservices.",Software Engineer
"Business Analyst with 4+ years of experience skilled in Excel, Power BI, SQL.",Business Analyst
"DevOps Engineer with 6+ years of experience skilled in Kubernetes, AWS, Docker.",DevOps Engineer
"Data Scientist with 7+ years of experience skilled in Python, Machine Learning, TensorFlow.",Data Scientist
"Web Developer with 7+ years of experience skilled in Node.js, HTML, CSS.",Web Developer
"Data Analyst with 3+ years of experience skilled in Excel, Tableau, SQL.",Data Analyst
"Product Manager with 9+ years of experience skilled in Market Research, Scrum, Roadmapping.",Product Manager
"Machine Learning Engineer with 7+ years of experience skilled in NLP, Deep Learning, Scikit-learn.",Machine Learning Engineer
"Machine Learning Engineer with 5+ years of experience skilled in Python, NLP, Deep Learning.",Machine Learning Engineer
"Data Analyst with 3+ years of experience skilled in Tableau, SQL, Data Visualization.",Data Analyst
"Product Manager with 4+ years of experience skilled in Roadmapping, Market Research, Agile.",Product Manager
"Data Scientist with 7+ years of experience skilled in Python, TensorFlow, Machine Learning.",Data Scientist
"Web Developer with 5+ years of experience skilled in CSS, JavaScript, HTML.",Web Developer
"Software Engineer with 2+ years of experience skilled in Spring Boot, Docker, Microservices.",Software Engineer
"DevOps Engineer with 1+ years of experience skilled in Docker, AWS, Kubernetes.",DevOps Engineer
"Software Engineer with 4+ years of experience skilled in Docker, Microservices, REST APIs.",Software Engineer
"DevOps Engineer with 5+ years of experience skilled in CI/CD, Kubernetes, Docker.",DevOps Engineer
"Machine Learning Engineer with 10+ years of experience skilled in NLP, Deep Learning, Python.",Machine Learning Engineer
"Web Developer with 9+ years of experience skilled in Node.js, CSS, React.",Web Developer
"Data Scientist with 0+ years of experience skilled in Pandas, Python, SQL.",Data Scientist
"Business Analyst with 7+ years of experience skilled in Power BI, Requirement Analysis, SQL.",Business Analyst
"Product Manager with 5+ years of experience skilled in Scrum, Agile, Market Research.",Product Manager
"Machine Learning Engineer with 5+ years of experience skilled in Deep Learning, Python, Scikit-learn.",Machine Learning Engineer
"Business Analyst with 1+ years of experience skilled in SQL, Excel, Power BI.",Business Analyst
"Business Analyst with 0+ years of experience skilled in Power BI, Excel, SQL.",Business Analyst
"Software Engineer with 10+ years of experience skilled in Docker, REST APIs, Java.",Software Engineer
"DevOps Engineer with 8+ years of experience skilled in Docker, Linux, CI/CD.",DevOps Engineer
"Web Developer with 5+ years of experience skilled in JavaScript, CSS, Node.js.",Web Developer
"DevOps Engineer with 0+ years of experience skilled in Linux, AWS, CI/CD.",DevOps Engineer
"Data Analyst with 4+ years of experience skilled in Excel, SQL, Tableau.",Data Analyst
"Business Analyst with 4+ years of experience skilled in Requirement Analysis, Excel, Power BI.",Business Analyst
"Machine Learning Engineer with 9+ years of experience skilled in Deep Learning, Python, NLP.",Machine Learning Engineer
"Data Scientist with 4+ years of experience skilled in Python, Pandas, SQL.",Data Scientist
"Software Engineer with 2+ years of experience skilled in Java, Spring Boot, Docker.",Software Engineer
"Data Scientist with 8+ years of experience skilled in Machine Learning, SQL, Pandas.",Data Scientist
"Data Scientist with 2+ years of experience skilled in TensorFlow, Machine Learning, Pandas.",Data Scientist
"Software Engineer with 7+ years of experience skilled in Spring Boot, Docker, REST APIs.",Software Engineer
"Business Analyst with 3+ years of experience skilled in Excel, Power BI, SQL.",Business Analyst
"Data Scientist with 7+ years of experience skilled in Python, Machine Learning, SQL.",Data Scientist
